2020-04-16 21:58:59,20.562,11.5,19.187,999,999
2020-04-16 21:59:59,20.562,11.5,19.187,999,999
2020-04-16 22:00:59,20.937,11.5,19.187,999,999
2020-04-16 22:01:59,20.625,11.5,19.125,999,999
2020-04-16 22:02:59,20.562,11.5,19.125,999,999
2020-04-16 22:03:59,20.562,11.5,19.125,999,999
2020-04-16 22:04:59,20.562,11.437,19.125,999,999
2020-04-16 22:05:59,20.5,11.437,19.125,999,999
2020-04-16 22:06:59,20.562,11.375,19.125,999,999
2020-04-16 22:07:59,20.5,11.375,19.125,999,999
2020-04-16 22:08:59,20.437,11.437,19.125,999,999
2020-04-16 22:09:59,20.5,11.437,19.125,999,999
2020-04-16 22:10:59,20.5,11.437,19.125,999,999
2020-04-16 22:11:59,20.5,11.437,19.125,999,999
2020-04-16 22:12:59,20.437,11.437,19.125,999,999
2020-04-16 22:13:59,20.437,11.437,19.125,999,999
2020-04-16 22:14:59,20.5,11.437,19.125,999,999
2020-04-16 22:15:59,20.5,11.437,19.125,999,999
2020-04-16 22:16:59,20.5,11.437,19.125,999,999
2020-04-16 22:18:00,20.5,11.437,19.125,999,999
2020-04-16 22:19:00,20.5,11.375,19.125,999,999
2020-04-16 22:20:00,20.5,11.375,19.125,999,999
2020-04-16 22:21:00,20.5,11.375,19.125,999,999
2020-04-16 22:22:01,20.5,11.375,19.125,999,999
2020-04-16 22:23:00,20.562,11.375,19.125,999,999
2020-04-16 22:24:01,20.562,11.375,19.125,999,999
2020-04-16 22:25:00,20.562,11.375,19.125,999,999
2020-04-16 22:26:01,20.562,11.437,19.125,999,999
2020-04-16 22:27:00,20.562,11.437,19.125,999,999
2020-04-16 22:28:00,20.562,11.437,19.125,999,999
2020-04-16 22:29:00,20.75,11.437,19.125,999,999
2020-04-16 22:30:00,20.562,11.437,19.125,999,999
2020-04-16 22:31:00,21.875,11.375,19.125,999,999
2020-04-16 22:32:00,19.562,11.375,19.125,999,999
2020-04-16 22:33:00,20.562,11.375,19.125,999,999
2020-04-16 22:34:00,20.562,11.375,19.125,999,999
2020-04-16 22:35:00,20.812,11.375,19.125,999,999
2020-04-16 22:36:00,18.25,11.375,19.125,999,999
2020-04-16 22:37:00,20.375,11.375,19.125,999,999
2020-04-16 22:38:00,20.375,11.437,19.125,999,999
2020-04-16 22:39:01,20.625,11.375,19.125,999,999
2020-04-16 22:40:01,19.5,11.375,19.125,999,999
2020-04-16 22:41:01,20.312,11.437,19.125,999,999
2020-04-16 22:42:01,19.312,11.375,19.125,999,999
2020-04-16 22:43:01,20.25,11.375,19.125,999,999
2020-04-16 22:44:01,17.312,11.375,19.125,999,999
2020-04-16 22:45:01,20.312,11.375,19.062,999,999
2020-04-16 22:46:01,20.5,11.375,19.062,999,999
2020-04-16 22:47:01,21.687,11.375,19.062,999,999
2020-04-16 22:48:01,20.187,11.312,19.062,999,999
2020-04-16 22:49:01,20.187,11.375,19.062,999,999
2020-04-16 22:50:01,20.312,11.375,19.062,999,999
2020-04-16 22:51:01,20.25,11.375,19.062,999,999
2020-04-16 22:52:01,20.312,11.375,19.062,999,999
2020-04-16 22:53:01,20.312,11.375,19.062,999,999
2020-04-16 22:54:01,20.25,11.375,19.062,999,999
2020-04-16 22:55:01,20.25,11.312,19.062,999,999
2020-04-16 22:56:01,20.25,11.312,19.062,999,999
2020-04-16 22:57:01,20.25,11.312,19.062,999,999
2020-04-16 22:58:02,20.312,11.312,19.062,999,999
2020-04-16 22:59:02,20.375,11.312,19.062,999,999
2020-04-16 23:00:02,20.375,11.312,19.062,999,999
2020-04-16 23:01:02,20.375,11.312,19.062,999,999
2020-04-16 23:02:02,20.25,11.312,19.062,999,999
2020-04-16 23:03:02,20.562,11.312,19.062,999,999
2020-04-16 23:04:02,20.312,11.312,19.062,999,999
2020-04-16 23:05:02,20.375,11.312,19.062,999,999
2020-04-16 23:06:02,20.375,11.312,19.062,999,999
2020-04-16 23:07:02,20.437,11.312,19.062,999,999
2020-04-16 23:08:02,20.375,11.312,19.062,999,999
2020-04-16 23:09:02,20.375,11.312,19.062,999,999
2020-04-16 23:10:02,20.437,11.312,19.062,999,999
2020-04-16 23:11:02,20.375,11.375,19.062,999,999
2020-04-16 23:12:02,20.437,11.375,19.0,999,999
2020-04-16 23:13:02,20.437,11.312,19.0,999,999
2020-04-16 23:14:02,21.0,11.312,19.0,999,999
2020-04-16 23:15:02,18.0,11.375,19.0,999,999
2020-04-16 23:16:02,16.75,11.375,19.0,999,999
2020-04-16 23:17:03,20.437,11.375,19.0,999,999
2020-04-16 23:18:03,20.437,11.375,19.0,999,999
2020-04-16 23:19:03,20.562,11.375,19.0,999,999
2020-04-16 23:20:03,20.437,11.375,19.0,999,999
2020-04-16 23:21:03,14.125,11.375,19.0,999,999
2020-04-16 23:22:03,20.437,11.375,19.0,999,999
2020-04-16 23:23:03,20.437,11.375,19.0,999,999
2020-04-16 23:24:03,20.437,11.375,19.0,999,999
2020-04-16 23:25:03,20.375,11.375,19.0,999,999
2020-04-16 23:26:03,20.375,11.375,19.0,999,999
2020-04-16 23:27:03,20.375,11.312,19.0,999,999
2020-04-16 23:28:03,20.312,11.375,19.0,999,999
2020-04-16 23:29:03,20.375,11.375,19.0,999,999
2020-04-16 23:30:03,20.375,11.375,19.0,999,999
2020-04-16 23:31:03,20.375,11.312,19.0,999,999
2020-04-16 23:32:03,20.375,11.375,19.0,999,999
2020-04-16 23:33:03,20.375,11.312,19.0,999,999
2020-04-16 23:34:03,20.437,11.312,19.0,999,999
2020-04-16 23:35:03,20.375,11.312,19.0,999,999
2020-04-16 23:36:04,20.375,11.25,19.0,999,999
2020-04-16 23:37:04,20.437,11.25,18.937,999,999
2020-04-16 23:38:04,20.375,11.25,19.0,999,999
2020-04-16 23:39:04,20.437,11.25,18.937,999,999
2020-04-16 23:40:04,20.375,11.25,18.937,999,999
2020-04-16 23:41:04,20.375,11.25,19.0,999,999
2020-04-16 23:42:04,20.375,11.25,18.937,999,999
2020-04-16 23:43:04,20.375,11.25,19.0,999,999
2020-04-16 23:44:05,20.375,11.25,18.937,999,999
2020-04-16 23:45:04,20.375,11.25,18.937,999,999
2020-04-16 23:46:04,20.375,11.187,19.0,999,999
2020-04-16 23:47:04,20.375,11.25,18.937,999,999
2020-04-16 23:48:04,20.437,11.187,18.937,999,999
2020-04-16 23:49:04,20.375,11.187,18.937,999,999
2020-04-16 23:50:04,20.375,11.25,18.937,999,999
2020-04-16 23:51:04,20.375,11.25,18.937,999,999
2020-04-16 23:52:04,20.375,11.25,18.937,999,999
2020-04-16 23:53:05,20.437,11.25,18.937,999,999
2020-04-16 23:54:04,20.437,11.25,18.937,999,999
2020-04-16 23:55:04,20.437,11.187,18.937,999,999
